lnwage,educ,exper,tenure,isco,female,lfp,age,kids6,kids714,wt,mstat
3.53633,10.5,4.4166665,.083333336,1,0,1,50,0,0,1.590893169877408,2
4.0624232,15,10.083333,8.5,1,0,1,48,0,2,1.060595446584939,2
3.7631032,12.5,8.583333,9.916667,1,1,1,43,0,0,.5302977232924694,1
3.4185469,10.5,8.416667,19.333334,1,0,1,46,0,0,1.060595446584939,2
3.6008685,17.5,4.25,17.666666,1,0,1,52,0,0,2.121190893169878,2
3.3131864,12.5,10.083333,10,1,1,1,36,2,1,1.060595446584939,2
3.4673371,15,21.416666,2.75,1,0,1,44,0,1,1.060595446584939,2
3.5138571,10.5,15.75,3.5833333,1,0,1,41,1,1,1.060595446584939,2
3.4673371,15,9.166667,.33333334,1,1,1,32,1,0,1.060595446584939,2
3.1308649,15,21.083334,0,1,0,1,40,0,0,1.060595446584939,2
4.3064384,12,6.25,0,1,1,1,50,0,0,.5302977232924694,1
3.5098491,12.5,19.75,1.9166666,1,1,1,53,0,0,1.590893169877408,3
3.3777251,12,16.333334,2.5,1,1,1,38,0,0,.5302977232924694,1
4.173388,17.5,10.083333,1.3333334,1,1,1,38,0,0,.5302977232924694,1
4.2759972,17.5,10.583333,.75,1,0,1,43,0,0,1.060595446584939,2
.50768095,5,24.416666,18.5,1,1,1,57,0,0,.5302977232924694,3
3.7186515,15,2.3333333,4.4166665,1,0,1,41,0,0,1.060595446584939,2
2.9148388,10.5,4.75,3.75,1,0,1,25,0,0,.5302977232924694,1
2.9629841,10.5,12.291667,.083333336,1,1,1,37,0,0,.5302977232924694,1
3.9009731,12,15.083333,15.166667,1,0,1,50,0,0,1.590893169877408,2
3.6271858,10.5,25.416666,6,1,0,1,51,0,0,2.121190893169878,2
3.68788,12,6.5833335,10.25,1,0,1,56,0,0,1.060595446584939,2
3.9009731,10.5,11.666667,18.166666,1,0,1,59,0,0,1.060595446584939,2
3.7594736,10.5,45.166668,31.833334,1,0,1,61,0,0,1.060595446584939,2
4.0371051,12,10,3.5833333,1,1,1,36,0,0,.5302977232924694,1
3.1796551,10.5,1.0833334,.25,1,0,1,22,0,0,2.121190893169878,1
3.3367169,9,8.416667,2.3333333,1,1,1,50,0,0,1.060595446584939,2
3.7033842,12,37.083332,28.5,1,0,1,59,0,0,1.060595446584939,2
3.7439694,9,13.666667,25.166666,1,0,1,58,0,0,.5302977232924694,3
4.1341672,10.5,2,15,1,0,1,42,0,2,1.060595446584939,2
3.9575436,17.5,3.0833333,17.083334,1,0,1,45,0,1,1.060595446584939,2
4.2070045,17.5,8.083333,15.666667,2,0,1,53,0,0,1.060595446584939,3
3.2178764,17.5,8.083333,12.833333,2,0,1,51,0,0,.5302977232924694,1
3.9009731,15,34.5,19.666666,2,0,1,60,0,0,1.060595446584939,2
4.1341672,17.5,32.833332,30,2,0,1,58,0,0,.5302977232924694,1
2.9275241,12.5,2.25,2.25,2,0,1,27,1,0,1.060595446584939,1
3.9744415,17.5,8.083333,8.5,2,0,1,51,0,1,1.060595446584939,2
4.0063338,17.5,0,11.416667,2,0,1,44,1,2,1.060595446584939,2
3.9575436,15,9.083333,20.916666,2,0,1,51,0,0,1.060595446584939,2
3.400198,17.5,17,9.416667,2,0,1,53,0,0,.5302977232924694,1
4.3965311,10.5,24.166666,15,2,0,1,44,0,0,.5302977232924694,3
3.7485046,15,7.25,2.5,2,0,1,35,0,0,1.060595446584939,2
3.2643964,12,6.1666665,.58333331,2,1,1,27,0,0,1.060595446584939,2
3.3131864,10.5,18.25,11.333333,2,1,1,38,0,0,.5302977232924694,1
3.5620825,12.5,1.25,6.25,2,0,1,31,1,0,1.060595446584939,2
3.6698616,12,7.6666665,7.6666665,2,0,1,33,0,0,.5302977232924694,1
3.5543485,12,33.416668,27.25,2,0,1,52,0,0,1.060595446584939,2
4.0994244,10.5,22.666666,10.25,2,0,1,52,0,0,1.590893169877408,2
4.0753264,15,27.416666,21.5,2,0,1,51,0,0,1.060595446584939,2
4.0063338,12.5,13.583333,3,2,1,1,36,0,2,1.060595446584939,2
3.9575436,10.5,33.333332,27,2,0,1,54,0,0,1.060595446584939,2
3.4495046,10.5,2.8333333,6,2,0,1,31,0,0,.5302977232924694,1
3.6526935,17.5,12.416667,1.8333334,2,0,1,40,1,0,1.060595446584939,2
3.3131864,10.5,0,7.6666665,2,0,1,28,0,0,1.060595446584939,2
3.3312051,10.5,12.666667,.41666666,2,0,1,31,0,0,.5302977232924694,1
3.78319,12,35,1.75,2,0,1,58,0,0,.5302977232924694,3
4.0063338,15,17,19.166666,2,0,1,56,0,0,1.060595446584939,2
3.5420282,10.5,19.75,9.916667,2,0,1,40,0,0,1.060595446584939,2
3.8200042,15,11.5,1.0833334,2,0,1,34,2,0,1.060595446584939,2
3.6008685,12.5,8.916667,4.5,2,1,1,30,1,0,1.060595446584939,2
1.7037486,9,2.25,.75,2,0,1,18,0,0,1.060595446584939,1
3.4577677,10.5,17.416666,7.4166665,2,0,1,37,0,0,.5302977232924694,1
3.5275965,12.5,12.083333,6.4166665,2,0,1,33,1,0,1.060595446584939,2
3.78319,12.5,15.25,8.166667,2,0,1,43,0,0,1.060595446584939,2
3.48754,10.5,20.166666,8.5,2,1,1,36,0,0,.5302977232924694,1
3.4309695,10.5,11.333333,2.5,2,1,1,30,2,0,1.060595446584939,2
3.446718,10.5,13.5,.083333336,2,0,1,34,2,0,1.060595446584939,2
3.7802095,17.5,3.5,2.9166667,2,0,1,34,1,0,1.060595446584939,1
3.9110236,15,5.75,.5,2,0,1,31,0,0,1.060595446584939,2
3.8930051,10.5,28.416666,20.5,2,0,1,57,0,0,.5302977232924694,3
3.4562874,10.5,1.0833334,11.833333,2,0,1,43,0,1,1.060595446584939,2
3.9491754,10.5,31.333334,9.666667,2,0,1,51,0,0,1.060595446584939,2
2.9780178,10.5,1.4166666,.91666669,2,0,1,20,0,0,1.590893169877408,1
3.7108696,12.5,18.333334,2.6666667,2,0,1,37,0,0,.5302977232924694,1
3.4730351,10.5,24,24,2,1,1,44,0,0,.5302977232924694,1
3.566967,10.5,33.833332,.083333336,2,0,1,52,0,0,.5302977232924694,1
3.4493186,10.5,1.6666666,.083333336,2,0,1,23,0,0,1.590893169877408,1
3.777492,15,20.166666,8.916667,2,0,1,47,0,0,1.060595446584939,2
3.6702392,12,4.0833335,7.5833335,2,0,1,35,1,0,1.060595446584939,2
3.8930051,10.5,31.083334,31.083334,2,0,1,54,0,0,.5302977232924694,3
3.2178764,17.5,31.166666,.083333336,2,0,1,58,0,0,1.060595446584939,2
4.2294774,15,14.083333,6.25,2,0,1,56,0,0,1.060595446584939,2
3.5593195,17.5,0,8.333333,2,0,1,33,2,0,1.060595446584939,2
3.407414,15,5.25,.66666669,2,0,1,28,0,0,1.060595446584939,1
3.9491754,15,18.583334,7.25,2,0,1,42,0,1,1.060595446584939,2
4.1341672,17.5,35.833332,31.25,2,0,1,59,0,0,1.590893169877408,2
3.4185469,17.5,.16666667,.16666667,2,0,1,24,0,0,.5302977232924694,1
3.6809113,12.5,2.5,8.5,2,0,1,35,3,0,1.060595446584939,2
4.1293936,12.5,8.333333,.083333336,2,0,1,42,0,3,.5302977232924694,3
4.141253,15,12.916667,9.75,2,0,1,56,0,0,1.060595446584939,3
3.8056629,12,19.083334,2.25,2,0,1,53,0,0,1.060595446584939,2
4.0063338,12.5,13,4.1666665,2,0,1,39,1,2,1.060595446584939,2
3.8004816,15,39.5,.083333336,2,0,1,55,0,0,1.060595446584939,2
3.4265151,15,8.75,2.0833333,2,0,1,35,0,0,.5302977232924694,3
2.9077213,10.5,2.4166667,.58333331,2,0,1,24,0,0,2.651488616462347,1
2.9077213,10.5,4.1666665,9,2,0,1,32,0,0,1.590893169877408,1
3.446718,10.5,7.875,.91666669,2,0,1,35,0,0,.5302977232924694,1
3.0900428,15,3.4166667,1.25,2,0,1,32,0,0,1.060595446584939,1
4.0063338,17.5,8.125,.5,2,1,1,41,2,0,1.060595446584939,2
3.0159349,15,3.4166667,2.5,2,0,1,31,0,0,.5302977232924694,1
2.7535708,17.5,6.5416665,11.916667,2,1,1,41,0,2,1.060595446584939,2
3.741641,15,27.916666,22.833334,2,0,1,50,0,0,1.590893169877408,2
3.824012,15,9.583333,14.333333,2,0,1,49,0,0,1.060595446584939,2
3.5116374,15,0,.16666667,2,0,1,27,0,0,1.060595446584939,1
3.4616065,17.5,17.833334,15.416667,2,0,1,48,0,0,.5302977232924694,1
3.5593195,17.5,5,5,2,0,1,30,0,0,1.060595446584939,1
3.53633,15,2.4166667,1.9166666,2,0,1,26,0,0,.5302977232924694,1
3.4822628,15,9.416667,6.25,2,0,1,33,0,0,1.060595446584939,1
3.2390785,15,1.9166666,1.9166666,2,0,1,25,0,0,.5302977232924694,1
3.5318756,15,0,.25,2,0,1,26,0,0,.5302977232924694,1
3.6008685,17.5,7.0833335,6.4166665,2,0,1,34,0,0,1.060595446584939,2
4.018168,15,28.416666,11.416667,2,0,1,48,0,2,1.060595446584939,2
4.1886554,15,10,9.25,2,0,1,42,1,2,1.060595446584939,2
4.1116943,15,5.0833335,24.5,2,0,1,53,0,0,.5302977232924694,3
3.4673371,15,3.6666667,3.6666667,2,0,1,28,0,0,1.060595446584939,1
3.566967,15,37.25,32.75,2,0,1,57,0,0,1.590893169877408,2
3.5449882,17.5,1.375,.083333336,2,1,1,36,2,0,1.060595446584939,2
3.824012,17.5,7.5,2.8333333,2,0,1,34,2,0,1.060595446584939,2
3.2441936,17.5,1.0833334,2.1666667,2,0,1,31,1,0,1.060595446584939,2
3.53633,17.5,12.125,13.916667,2,1,1,53,0,0,1.590893169877408,2
3.6523762,17.5,0,5.25,2,1,1,40,1,0,1.060595446584939,2
3.8885508,15,0,5.75,2,0,1,43,0,0,1.060595446584939,1
3.8795819,15,0,14.333333,2,0,1,44,0,1,1.590893169877408,2
3.3932292,17.5,0,3.25,2,0,1,30,0,0,1.060595446584939,2
3.2200961,17.5,.66666669,.66666669,2,0,1,26,0,0,.5302977232924694,1
3.3470881,17.5,12.416667,5,2,1,1,46,1,0,1.060595446584939,2
3.1891339,17.5,1.5,.5,2,0,1,28,0,0,.5302977232924694,1
3.1506677,17.5,1.1666666,6.25,2,0,1,37,0,0,1.060595446584939,2
4.0753264,17.5,11.666667,.16666667,2,0,1,40,0,0,1.060595446584939,3
3.5455184,17.5,9.333333,9.333333,2,0,1,34,2,0,1.060595446584939,2
3.3131864,17.5,2.9583333,4.5833335,2,0,1,42,1,0,1.060595446584939,2
4.0726562,17.5,10.833333,9.333333,2,0,1,48,0,2,1.060595446584939,2
2.8824036,17.5,6.25,.083333336,2,1,1,31,1,0,1.060595446584939,2
4.1116943,9,31.333334,29.833334,2,0,1,52,0,0,2.121190893169878,2
3.9110236,9,15.125,1.9166666,2,0,1,46,0,0,.5302977232924694,1
3.9843547,15,13.5,10.166667,2,0,1,47,0,2,1.060595446584939,2
3.4850368,15,16.333334,5.4166665,2,1,1,49,1,1,1.060595446584939,2
3.6654072,17.5,13.5,.083333336,2,1,1,50,0,0,.5302977232924694,1
3.9009731,17.5,25.5,25.5,2,1,1,54,0,0,.5302977232924694,1
3.6809113,17.5,1.0833334,2.1666667,2,1,1,27,0,0,.5302977232924694,1
3.5561328,12.5,2.25,.16666667,2,0,1,23,0,0,2.121190893169878,1
4.0063338,17.5,29.416666,29.416666,2,0,1,56,0,0,2.121190893169878,2
3.824012,15,16.5,2.8333333,2,0,1,41,1,1,2.121190893169878,2
3.257097,12.5,4.4166665,4.4166665,2,0,1,31,0,0,.5302977232924694,1
3.7986944,15,20,9.416667,2,1,1,44,0,0,1.060595446584939,2
3.594599,12.5,23.375,10.833333,2,1,1,45,0,0,.5302977232924694,1
4.0063338,17.5,2.0833333,30.583334,2,0,1,57,0,0,1.060595446584939,2
3.824012,17.5,1.5,.58333331,2,0,1,32,0,0,1.060595446584939,1
4.0063338,9,.58333331,33.5,2,0,1,62,0,0,1.060595446584939,2
4.1886554,12.5,11.666667,24.75,2,0,1,57,0,0,1.060595446584939,2
4.1241169,17.5,15.333333,12.583333,2,0,1,38,0,0,1.060595446584939,2
3.6698616,10.5,18.125,13.916667,2,1,1,46,0,0,.5302977232924694,3
3.6255612,17.5,12.416667,.83333331,2,1,1,38,1,1,1.060595446584939,2
3.3932292,10.5,9.916667,3.5833333,2,1,1,39,0,1,1.060595446584939,2
3.6008685,17.5,1.4583334,2.9166667,2,0,1,37,0,0,1.060595446584939,1
3.53633,10.5,18.791666,6.5,2,1,1,47,0,0,.5302977232924694,1
3.1308649,10.5,2.0416667,1,2,1,1,30,0,2,1.060595446584939,2
4.257648,17.5,18.25,9.083333,2,0,1,46,0,0,1.060595446584939,3
4.0471559,17.5,7.7083335,5.75,2,1,1,32,0,0,.5302977232924694,1
2.4377177,17.5,2.3333333,.33333334,2,1,1,24,0,0,1.060595446584939,1
3.6553569,12.5,13.916667,12.083333,2,1,1,43,0,0,1.060595446584939,1
4.0753264,17.5,8.375,5.75,2,0,1,36,2,0,1.060595446584939,2
3.824012,17.5,12.916667,2,2,0,1,45,0,0,.5302977232924694,1
3.3131864,12.5,12.25,14.333333,2,1,1,46,0,0,1.060595446584939,2
3.9253647,17.5,17.666666,17.666666,2,0,1,44,2,0,1.060595446584939,2
3.9417951,11.5,9.583333,27.25,2,0,1,58,0,0,2.651488616462347,2
3.9322257,17.5,29.833334,28.333334,2,0,1,54,0,0,1.060595446584939,2
4.040235,17.5,7.1666665,6.1666665,2,1,1,31,0,0,.5302977232924694,1
3.9417951,17.5,22.416666,22.416666,2,0,1,47,0,2,1.060595446584939,2
3.8728023,12.5,23.375,20.916666,2,0,1,43,0,0,1.060595446584939,2
3.3131864,12.5,.83333331,.83333331,2,0,1,27,0,0,1.060595446584939,1
4.3317561,17.5,10.708333,.41666666,2,0,1,39,3,0,1.060595446584939,2
3.78319,17.5,19.666666,19.666666,2,0,1,43,1,0,1.060595446584939,2
3.1853533,17.5,6.4583335,2.9166667,2,1,1,35,0,0,1.060595446584939,2
3.7396154,17.5,6.8333335,4.8333335,2,1,1,33,1,0,1.060595446584939,2
4.0216012,17.5,34.333332,32.916668,2,0,1,58,0,0,1.060595446584939,2
3.5755508,17.5,15.291667,9,2,1,1,44,0,0,1.060595446584939,3
3.3687563,17.5,3.9583333,7.9166665,2,0,1,54,0,1,1.060595446584939,3
3.824012,17.5,11.208333,1.9166666,2,1,1,39,1,2,1.060595446584939,2
3.0720246,12.5,2.4166667,.41666666,2,0,1,24,0,0,.5302977232924694,1
3.1954036,17.5,3.2083333,1.25,2,1,1,28,0,0,.5302977232924694,1
3.7186515,12.5,14.458333,.33333334,2,1,1,38,0,0,1.060595446584939,1
2.9077213,17.5,0,.66666669,2,1,1,26,0,0,.5302977232924694,1
3.0900428,17.5,1.2916666,1.8333334,2,1,1,39,0,0,1.060595446584939,2
3.1590359,17.5,3.2083333,.91666669,2,0,1,27,0,0,1.060595446584939,1
4.0641532,17.5,16.666666,11.666667,2,1,1,53,0,0,1.060595446584939,2
3.8885508,15,10.833333,3.4166667,2,0,1,35,1,1,1.060595446584939,2
4.0063338,12,8.166667,1.9166666,2,0,1,29,2,0,1.060595446584939,2
3.3367169,10.5,8.416667,2.9166667,2,1,1,30,0,0,.5302977232924694,1
3.7674417,12,7.4166665,10.583333,2,1,1,37,0,0,.5302977232924694,1
4.0063338,12,23.166666,21,2,0,1,62,0,0,1.060595446584939,2
4.1494236,12,4.25,5.3333335,2,0,1,33,0,0,.5302977232924694,1
3.375062,12,8.75,1.3333334,2,0,1,29,2,0,1.060595446584939,2
3.8659763,17.5,8,1.0833334,2,0,1,38,2,0,1.060595446584939,2
3.48754,10.5,9.583333,1.4166666,2,1,1,34,0,0,1.060595446584939,2
3.7260318,12,9.666667,8.833333,2,0,1,37,0,2,1.060595446584939,2
3.3312051,10.5,17.666666,2.4166667,2,1,1,37,0,0,.5302977232924694,1
3.9550405,17.5,27.75,9.75,2,0,1,54,0,1,2.121190893169878,2
3.1308649,10.5,5.4166665,.66666669,2,1,1,26,1,0,1.060595446584939,2
4.0063338,10.5,1.7083334,.16666667,2,1,1,27,2,0,1.060595446584939,3
3.613291,12,9.083333,3.5833333,2,0,1,37,0,0,1.060595446584939,1
2.97226,12,.66666669,.25,2,1,1,24,0,0,.5302977232924694,1
3.5047247,10.5,11.75,5.9166665,2,1,1,39,0,0,.5302977232924694,1
3.0805643,10.5,23.166666,.75,2,0,1,42,0,0,1.060595446584939,2
3.7876444,15,14.333333,2.5,2,1,1,49,0,2,1.060595446584939,2
3.495508,12.5,15.083333,.91666669,2,0,1,39,0,0,.5302977232924694,1
2.9767144,12,7.75,.58333331,2,0,1,27,0,0,.5302977232924694,1
3.4244123,10.5,6.5833335,1,2,1,1,26,0,0,1.060595446584939,1
3.6206713,15,7.4166665,7.6666665,2,1,1,35,0,0,.5302977232924694,1
3.3833907,17.5,2.5,2.5,2,0,1,29,0,0,1.060595446584939,1
3.5885985,12,23.416666,13.333333,2,0,1,41,0,0,1.060595446584939,1
3.6794198,15,2.7083333,5.1666665,2,0,1,33,0,0,.5302977232924694,1
3.6975982,17.5,1.625,3.25,2,0,1,31,0,0,.5302977232924694,1
3.5788896,17.5,2.75,.58333331,2,1,1,29,0,0,.5302977232924694,1
4.1460958,17.5,6.0833335,2.5,2,0,1,33,0,0,.5302977232924694,1
3.48754,17.5,.58333331,.58333331,2,1,1,27,0,0,1.060595446584939,1
1.1159619,17.5,0,1.0833334,2,0,1,27,0,0,1.590893169877408,1
3.4768159,9,.41666666,.41666666,2,0,1,28,0,0,1.060595446584939,1
3.6160855,17.5,7.0416665,5.9166665,2,1,1,33,0,0,.5302977232924694,1
3.3833907,17.5,.083333336,.083333336,2,0,1,25,0,0,1.590893169877408,1
4.0624232,17.5,0,13.5,2,0,1,48,0,1,1.060595446584939,2
4.0933452,17.5,11.666667,3.3333333,2,0,1,41,0,2,1.060595446584939,2
4.1116943,17.5,13.208333,.75,2,0,1,39,1,2,1.060595446584939,2
3.3131864,17.5,3.875,2.9166667,2,1,1,29,0,0,.5302977232924694,1
3.4673371,12,26.583334,7.25,2,0,1,46,0,0,1.060595446584939,2
2.9650464,10.5,12.958333,9.083333,2,1,1,54,0,0,1.060595446584939,2
3.5645008,11.5,6.6666665,13.166667,2,0,1,45,0,1,1.590893169877408,2
3.7727189,11.5,19.458334,16.916666,2,1,1,60,0,0,1.060595446584939,2
3.7544477,12.5,14.5,7.9166665,2,1,1,43,0,0,1.060595446584939,2
4.0471559,17.5,5,4.5,2,1,1,33,0,0,1.060595446584939,1
4.0063338,17.5,4.25,.41666666,2,0,1,41,0,0,1.060595446584939,2
3.9110236,15,7.5,1.9166666,2,0,1,37,0,2,1.060595446584939,2
3.6825466,15,5.0833335,.58333331,2,0,1,29,0,0,.5302977232924694,1
3.6008685,17.5,2.0833333,7.5833335,2,0,1,34,0,0,.5302977232924694,1
3.8392797,17.5,13.166667,7.4166665,2,0,1,46,0,0,.5302977232924694,1
3.8617525,15,1.75,8.333333,2,0,1,39,1,0,.5302977232924694,3
4.0063338,9,10.916667,4.4166665,2,0,1,46,0,2,1.060595446584939,2
3.7594736,17.5,4.9583335,.33333334,2,1,1,40,0,0,1.060595446584939,2
3.3583069,15,9.166667,3,2,0,1,30,1,0,1.060595446584939,2
3.5138571,9,4.9166665,3.75,2,1,1,28,0,0,.5302977232924694,1
3.3131864,17.5,9.083333,9.083333,2,1,1,58,0,0,1.060595446584939,2
4.4370823,17.5,16.041666,5.5833335,2,1,1,41,0,2,1.590893169877408,2
2.2145741,12.5,.25,.083333336,2,1,1,24,0,0,2.121190893169878,1
3.3619766,15,8,3.0833333,2,1,1,34,0,0,1.060595446584939,1
3.446718,17.5,4,3,2,1,1,34,0,0,.5302977232924694,1
3.2907135,12,7.25,3.1666667,2,0,1,29,0,0,.5302977232924694,1
3.5468013,12,20.041666,15.75,2,1,1,57,0,0,1.590893169877408,2
3.8121777,15,10.166667,3.0833333,2,0,1,37,1,1,1.060595446584939,1
3.53633,10.5,24,2.3333333,2,0,1,44,0,2,1.060595446584939,2
3.6904807,12,23.5,13.833333,2,1,1,57,0,0,.5302977232924694,1
3.103466,10.5,6,4.6666665,2,1,1,29,0,0,.5302977232924694,1
3.495508,12,28.666666,16.083334,2,1,1,56,0,0,.5302977232924694,1
3.4185469,15,6.0416665,2.4166667,2,1,1,46,0,0,1.060595446584939,2
3.6809113,15,18.25,9.833333,2,1,1,51,0,0,.5302977232924694,1
3.747225,15,6.3333335,2,2,0,1,47,0,1,1.060595446584939,2
3.3806279,12,8.666667,3,2,1,1,40,0,0,.5302977232924694,3
3.9612134,17.5,13.583333,3.0833333,2,1,1,42,0,0,.5302977232924694,3
3.2618933,10.5,8,4.0833335,2,0,1,28,0,0,1.060595446584939,1
3.824012,10.5,14.083333,11,2,1,1,50,0,0,.5302977232924694,3
3.6445436,12.5,4.5833335,2.5,2,1,1,31,0,0,1.060595446584939,1
3.7460506,12,6,4,2,1,1,32,4,0,1.060595446584939,2
4.2940159,9,25.625,20,2,0,1,50,0,2,1.060595446584939,2
4.2070045,17.5,18.041666,9.333333,2,0,1,51,0,0,.5302977232924694,1
3.495508,12,9.75,13.583333,2,1,1,47,0,0,.5302977232924694,3
3.6778297,12.5,22.583334,8.5,2,0,1,55,0,1,1.590893169877408,2
3.510725,10.5,36,27.083334,3,0,1,54,0,0,1.590893169877408,2
3.6316402,10.5,13,13,3,0,1,34,1,1,1.060595446584939,2
4.0753264,12,7.25,8.666667,3,0,1,34,0,2,1.060595446584939,2
3.3131864,10.5,25.333334,13.25,3,0,1,46,1,1,1.060595446584939,2
3.8728023,12,12.416667,4.3333335,3,0,1,43,0,1,.5302977232924694,3
3.8811705,10.5,28.708334,3.4166667,3,0,1,49,0,0,.5302977232924694,1
3.2331438,10.5,3.9166667,3.6666667,3,1,1,35,0,1,1.060595446584939,2
3.8766558,10.5,15.833333,5.25,3,0,1,43,0,1,.5302977232924694,3
3.4438066,9,15.166667,11.166667,3,0,1,34,1,1,1.060595446584939,2
3.3131864,12.5,20.541666,8.25,3,0,1,41,0,0,.5302977232924694,3
3.4838121,10.5,30.166666,17.333334,3,0,1,49,0,0,.5302977232924694,3
3.495508,10.5,41.5,29.416666,3,0,1,61,0,0,.5302977232924694,2
3.7186515,12.5,35.75,32.666668,3,0,1,56,0,0,1.590893169877408,2
2.6200392,10.5,11.25,1.4166666,3,1,1,32,0,0,1.060595446584939,2
3.3842039,12.5,8.541667,5.3333335,3,0,1,31,0,0,1.060595446584939,2
3.48754,9,11.583333,11.583333,3,0,1,32,0,0,.5302977232924694,1
3.3367169,15,5.1666665,1.5,3,0,1,31,0,0,.5302977232924694,1
3.2261751,10,6.6666665,2.75,3,0,1,27,0,0,1.060595446584939,1
3.5267606,10.5,9.75,1.5,3,0,1,32,0,0,.5302977232924694,1
3.6316402,10.5,24.166666,7.8333335,3,0,1,45,0,0,1.060595446584939,3
3.7186515,17.5,11.583333,3.5,3,0,1,38,1,0,1.060595446584939,2
